ID	PROVINCIA	COMUNE	LOCALITA	CAMERE	SUITE	LETTI	BAGNI	PRIMA_COLAZIONE	IN_ABITATO	SUL_LAGO	VICINO_ELIPORTO	VICINO_AEREOPORTO	ZONA_CENTRALE	VICINO_IMP_RISALITA	ZONA_PERIFERICA	ZONA_STAZIONE_FS	ATTREZZATURE_VARIE	CARTE_ACCETTATE	LINGUE_PARLATE	SPORT	CONGRESSI	LATITUDINE	LONGITUDINE	OUTPUT
5801	BS	VIONE		3	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.43172306	46.24366692	Case_Appartamenti
5802	BS	SIRMIONE		3	0	12	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.61423613	45.45858228	B&B
5803	MI	MILANO		4	0	8	4	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Aria condizionata		Inglese,Francese,Tedesco			9.20808426	45.48522933	B&B
5804	BS	MANERBIO		40	0	73	39	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale	Tutte	Inglese,Francese,Spagnolo			10.15022929	45.3606071	1_a_3_Stelle
5805	MN	PORTO MANTOVANO		30	0	50	30	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili parziale	American express,Visa,Master Card,Citibank,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,AmexCo,Carta Moneta,Masterchange,BAC,Key Client,JCV,EDC,Carte Blanche,Top Card,MobilMat	Inglese,Tedesco			10.78859263	45.19654386	4_a_5_Stelle
5806	MI	PESCHIERA BORROMEO		60	3	102	60	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY,Sala accoglienza	American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,Visa Electron	Inglese,Francese,Spagnolo,Tedesco	Bigliardo,Fitness/centro salute	Numero sale congressi 6,Congressi capacita' Min 6,Congressi capacita' Max 104	9.29145068	45.45263941	4_a_5_Stelle
5807	BG	PREDORE		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					10.01947366	45.67986299	Case_Appartamenti
5808	MI	MILANO		5	0	10	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		American express,Visa,Master Card,Maestro				9.20269335	45.4907738	Case_Appartamenti
5809	BG	BERGAMO		3	0	7	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autorimessa,Giochi per bambini					9.66955918	45.71825413	B&B
5810	BG	BERGAMO		6	0	12	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.65652309	45.69308126	Case_Appartamenti
5811	MI	MILANO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Ascensore,Frigorifero		Inglese,Spagnolo			9.184789	45.47836115	Case_Appartamenti
5812	BS	PROVAGLIO VAL SABBIA		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.45197629	45.68750071	B&B
5813	BS	LIMONE SUL GARDA		28	0	51	28	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a vetture private,Trasporto clienti stazione,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Parcheggio non custodito	Visa,Master Card	Inglese,Francese,Tedesco	Piscina scoperta		10.79374692	45.81664921	4_a_5_Stelle
5814	MI	MILANO		3	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.25017363	45.45952974	Case_Appartamenti
5815	LO	SANTO STEFANO LODIGIANO		1	0	4	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Posto auto,Sala televisione separata,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Francese			9.73049283	45.11758689	B&B
5816	BS	SAN FELICE DEL BENACO		22	0	34	16	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a vetture private,Aria condizionata centralizzata,Bar,Giochi per bambini,Parcheggio non custodito,Parco o giardino,Ristorante		Inglese,Tedesco	Piscina scoperta,Equitazione		10.55882097	45.58093022	1_a_3_Stelle
5817	BS	SALE MARASINO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.11437191	45.71630635	Case_Appartamenti
5818	CR	CREMONA		7	0	14	8	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ristorante,Ristorante vegetariano,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Solarium,Internet point,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,Enoteca,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY,Bagno turco,Biciclette per ospiti	American express,Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,CartaSi,Carta Moneta,Key Client,Visa Electron	Inglese,Francese,Tedesco,Portoghese,Arabo			9.99357865	45.17233997	1_a_3_Stelle
5819	BS	SIRMIONE	COLOMBARE	12	0	23	12	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Parco o giardino,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Parcheggio non custodito	American express,Visa,Master Card,Bancomat,Eurocard	Inglese,Francese,Tedesco	Piscina scoperta		10.60773179	45.47289141	1_a_3_Stelle
5820	BS	SIRMIONE		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.609241	45.4685991	Case_Appartamenti
5821	BS	POZZOLENGO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.6280888	45.40173108	B&B
5822	BS	SIRMIONE		4	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.6141736	45.45902476	Case_Appartamenti
5823	BG	BERGAMO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.67914044	45.69804578	Case_Appartamenti
5824	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.659145	45.69355245	Case_Appartamenti
5825	BS	REZZATO		85	0	166	85	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale		Inglese,Francese,Spagnolo,Tedesco			10.30674729	45.51319945	4_a_5_Stelle
5826	MI	MILANO		2	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.18733772	45.46337143	Case_Appartamenti
5827	MI	MILANO		29	0	51	29	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata non centralizzata,Riscaldamento,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare	American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,JBC,JCB,AmexCo,Carta Moneta,EDC,Top Card,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Russo,Polacco			9.22116383	45.48428438	1_a_3_Stelle
5828	SO	BORMIO		27	0	51	26	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Accettazione gruppi,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Access. diversamente abili parziale		Inglese,Francese			10.3718885	46.46649009	1_a_3_Stelle
5829	BS	SIRMIONE		3	0	6	3	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Aria condizionata,Parco o giardino,Posto auto		Inglese,Francese			10.61665432	45.46167486	B&B
5830	BS	SALE MARASINO		3	0	7	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.10999075	45.69992884	Case_Appartamenti
5831	BS	ANGOLO TERME		8	0	16	8	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Trasporto clienti stazione,Custodia valori in cassaforte					10.14491726	45.89238267	1_a_3_Stelle
5832	BS	DESENZANO DEL GARDA		54	0	90	54	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Parcheggio non custodito	Visa,CartaSi,AmexCo	Inglese,Francese,Tedesco			10.5389467	45.4694851	1_a_3_Stelle
5833	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.15005174	45.4908946	Case_Appartamenti
5834	SO	CHIAVENNA		2	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.3981218	46.3199792	B&B
5835	BS	TOSCOLANO MADERNO		3	0	7	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.61894377	45.64896636	Case_Appartamenti
5836	BS	SIRMIONE		6	0	11	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.6102221	45.46822129	Case_Appartamenti
5837	BS	CAPOVALLE		3	0	6	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Parco o giardino					10.54818606	45.75398795	B&B
5838	MI	MILANO		17	0	34	17	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata centralizzata,Aria condizionata non centralizzata,Ascensore,Autorimessa,Estintori,Riscaldamento,WI-FI in aree comuni	American express,Visa,Master Card,Maestro,CartaSi,JCB,Carta Moneta,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Arabo,Rumeno,Cinese,Serbo			9.14817532	45.49724183	1_a_3_Stelle
5839	MI	MILANO		12	0	22	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Custodia valori in cassaforte,Riscaldamento,Internet point,Estintori,WI-FI in aree comuni	American express,Visa,Master Card,Diners,Maestro,Bancomat,Eurocard,CartaSi,Visa Electron	Inglese,Francese,Spagnolo,Cinese			9.20586895	45.47708625	1_a_3_Stelle
5840	BG	BERGAMO		6	0	12	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata centralizzata					9.6709423	45.68923597	Case_Appartamenti
5841	MI	MILANO		57	0	79	58	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Ascensore,Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,Sala accoglienza	American express,Visa,Master Card,Diners,Bank Americard,Tutte,Maestro,Bancomat,CartaSi,AmexCo,Carta Moneta,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Arabo			9.19292531	45.48028365	1_a_3_Stelle
5842	BG	CLUSONE		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.95083203	45.88083799	Case_Appartamenti
5843	BG	BERGAMO		3	0	8	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata					9.67329301	45.69279123	B&B
5844	BS	MANERBA DEL GARDA		6	0	11	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54555115	45.56453909	Case_Appartamenti
5845	BG	BERGAMO		3	0	8	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.65937432	45.70790748	Case_Appartamenti
5846	CO	CANTU'		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Accettazione animali domestici,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese,Spagnolo			9.1290815	45.7395927	B&B
5847	PV	MORTARA		3	0	5	5	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Aria condizionata,Posto auto,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			8.73500187	45.25023517	B&B
5848	CR	PIZZIGHETTONE		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Autorimessa,Biciclette per ospiti,Parco o giardino,Posto auto,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese,Spagnolo			9.77727915	45.18489523	B&B
5849	BS	SIRMIONE		57	0	106	57	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Spiaggia privata,Aria condizionata centralizzata,Parcheggio non custodito		Inglese,Francese,Spagnolo,Tedesco,Russo	Piscina scoperta,Windsurf,Vela,Sci nautico		10.60308801	45.49599068	4_a_5_Stelle
5850	MN	CASTEL GOFFREDO		11	1	21	11	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili parziale	American express,Diners,CartaSi	Inglese,Francese,Polacco			10.47512317	45.2970326	1_a_3_Stelle
5851	BS	ISEO		2	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.05003268	45.66132173	Case_Appartamenti
5852	MI	MILANO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale					9.23002904	45.51131964	Case_Appartamenti
5853	BS	CHIARI		1	0	3	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Accettazione animali domestici,Posto auto					9.92780033	45.53791837	B&B
5854	VA	ISPRA		38	3	72	38	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Custodia valori in cassette sicurezza,Estintori,Access. diversamente abili parziale	American express,Visa,Master Card,Tutte,Maestro	Inglese,Francese,Tedesco		Numero sale congressi 1,Congressi capacita' Min 50,Congressi capacita' Max 100	8.6081198	45.8125777	1_a_3_Stelle
5855	BS	SALO'		4	0	12	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.51092108	45.59167744	Case_Appartamenti
5856	MI	ARLUNO		17	0	24	18	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accesso a mezzi pubblici,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Area fumatori,WI-FI in aree comuni,Televisione satellitare,Sala accoglienza,Biciclette per ospiti	Tutte	Inglese,Francese,Tedesco			8.93536208	45.50228011	1_a_3_Stelle
5857	BS	MANERBA DEL GARDA		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56349495	45.55316794	Case_Appartamenti
5858	BS	DESENZANO DEL GARDA		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.53986251	45.47114413	Case_Appartamenti
5859	BG	BERGAMO		3	0	8	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.67801217	45.69894975	Case_Appartamenti
5860	SO	VALFURVA		16	0	42	10	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.40571189	46.46539934	Case_Appartamenti
5861	BS	TIGNALE		5	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.70884569	45.72682529	Case_Appartamenti
5862	BG	PIAZZATORRE		70	0	200	14	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Parcheggio custodito,Area attrezzata gioco bimbi			Campo da bocce,Campo da tennis		9.70256022	45.99628906	Campeggio
5863	MI	CORNAREDO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Spagnolo,Portoghese			9.02209836	45.50110829	B&B
5864	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.19055712	45.49305316	Case_Appartamenti
5865	MI	MILANO		4	0	7	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana	Visa,Master Card	Inglese,Francese,Spagnolo			9.18851466	45.49678076	B&B
5866	BS	TOSCOLANO MADERNO		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.60429163	45.64289868	Case_Appartamenti
5867	BG	LENNA		4	0	8	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Accettazione animali domestici,Autorimessa,Parco o giardino					9.67484569	45.9426996	B&B
5868	BS	ORZINUOVI		10	0	14	10	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Parcheggio non custodito	Tutte				9.8994075	45.40046306	1_a_3_Stelle
5869	MI	MILANO		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.18152945	45.46455946	Case_Appartamenti
5870	CO	GRAVEDONA ED UNITI		14	0	40	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana					9.29780078	46.1425452	Case_Appartamenti
5871	PV	GODIASCO		7	0	12	7	0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Custodia valori in cassette sicurezza,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,Sala accoglienza,Pizzeria	Tutte,Bancomat	Inglese			9.05568046	44.89626833	1_a_3_Stelle
5872	BG	SOLTO COLLINA		2	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					10.02463274	45.78289119	Case_Appartamenti
5873	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accesso a vetture private		Inglese			9.20653853	45.44697799	B&B
5874	BS	LIMONE SUL GARDA		11	0	19	11	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.79375545	45.81667386	1_a_3_Stelle
5875	BS	MANERBA DEL GARDA		5	0	10	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56699008	45.54500158	Case_Appartamenti
5876	MI	TREZZANO SUL NAVIGLIO		70	0	132	70	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,Access. diversamente abili parziale,Televisione satellitare,Fitness/centro salute	American express,Visa,Master Card,Diners,Maestro,Bancomat,Eurocard,CartaSi,AmexCo,Visa Electron	Inglese,Francese,Spagnolo,Tedesco	Fitness/centro salute	Numero sale congressi 3,Congressi capacita' Min 8,Congressi capacita' Max 70	9.05228989	45.41853584	4_a_5_Stelle
5877	MI	MILANO		10	0	17	11	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Ristorante vegetariano,Bar,Parco o giardino,Accettazione animali domestici,Accesso a mezzi pubblici,Parcheggio custodito,Access. diversamente abili totale,Riscaldamento,Estintori	Tutte	Francese			9.18830795	45.50633932	1_a_3_Stelle
5878	MI	MILANO		141	18	282	141	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Roof garden,Ecohotel,WI-FI in aree comuni,Televisione satellitare,SKY,Fitness/centro salute,Bagno turco	American express,Visa,Master Card,Diners,Maestro,Bancomat,CartaSi,JBC,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Rumeno		Numero sale congressi 2,Congressi capacita' Max 200	9.20115745	45.4842286	4_a_5_Stelle
5879	CO	BRUNATE		3	0	7	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card,Bancomat,CartaSi,JCB,Carta Moneta				9.09802136	45.82001326	Case_Appartamenti
5880	BG	BERGAMO		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.66643767	45.69108182	Case_Appartamenti
5881	MI	VIMODRONE		38	0	75	38	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare	American express,Visa,Master Card,Tutte,Maestro,Bancomat,Eurocard,CartaSi,Key Client,Visa Electron	Inglese,Francese			9.29894882	45.51415505	1_a_3_Stelle
5882	BS	TOSCOLANO MADERNO	MADERNO	104	0	316	64	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0						10.61269548	45.63327925	Campeggio
5883	PV	VIGEVANO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata,Autorimessa,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno	Tutte,Bancomat	Inglese,Francese,Spagnolo			8.83456594	45.29747363	B&B
5884	SO	TIRANO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.16105198	46.21644033	B&B
5885	MN	MANTOVA		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione gruppi,Aria condizionata,Biciclette per ospiti,Giochi per bambini,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Francese			10.74925743	45.15694282	B&B
5886	BG	RANICA		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Parco o giardino					9.70690343	45.72466979	B&B
5887	CR	CASALMAGGIORE		8	0	16	8	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Riscaldamento,Parcheggio non custodito,Videogiochi,Estintori,WI-FI in aree comuni	American express,Visa,Master Card,Maestro,Bancomat,CartaSi,Visa Electron				10.38980349	45.00668118	1_a_3_Stelle
5888	BS	TIGNALE		6	0	12	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.7196057	45.73764095	Case_Appartamenti
5889	MI	MILANO		4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici,Ascensore,Lavaggio e stiratura biancheria,Sala televisione separata		Inglese,Francese,Spagnolo			9.17930914	45.4657069	Case_Appartamenti
5890	BG	SOLTO COLLINA	ESMATE	3	0	11	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					10.04284118	45.7971242	Case_Appartamenti
5891	BS	DESENZANO DEL GARDA		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54592385	45.4659137	Case_Appartamenti
