ID	PROVINCIA	COMUNE	LOCALITA	CAMERE	SUITE	LETTI	BAGNI	PRIMA_COLAZIONE	IN_ABITATO	SUL_LAGO	VICINO_ELIPORTO	VICINO_AEREOPORTO	ZONA_CENTRALE	VICINO_IMP_RISALITA	ZONA_PERIFERICA	ZONA_STAZIONE_FS	ATTREZZATURE_VARIE	CARTE_ACCETTATE	LINGUE_PARLATE	SPORT	CONGRESSI	LATITUDINE	LONGITUDINE	OUTPUT
1014	BG	BERGAMO		1	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Access. diversamente abili totale					9.66340588	45.70411512	Case_Appartamenti
1015	PV	MEDE		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana					8.73944579	45.09628975	B&B
1016	VA	LAVENO-MOMBELLO		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Posto auto	Tutte	Inglese,Francese,Tedesco,Arabo			8.60126998	45.90409993	B&B
1017	BG	PONTERANICA		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.6688721	45.73722696	B&B
1018	BG	BERGAMO		13	2	26	13	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale	American express,Visa,Master Card,Diners	Inglese,Francese,Spagnolo,Tedesco		Numero sale congressi 1,Congressi capacita' Min 18,Congressi capacita' Max 30	9.66379497	45.70369709	4_a_5_Stelle
1019	VA	MARZIO		14	0	26	14	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Parcheggio custodito,Autorimessa,Servizi baby sitting	American express,Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,Carta Moneta,Masterchange,BAC,Key Client,JCV,EDC,Carte Blanche,Top Card,MobilMat,Visa Electron	Inglese,Francese,Spagnolo			8.85491289	45.93642868	1_a_3_Stelle
1020	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.6744741	45.69732513	Case_Appartamenti
1021	SO	MAZZO DI VALTELLINA		3	0	10	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.25420405	46.24859941	B&B
1022	VA	LAVENO-MOMBELLO		2	0	4	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata,Parco o giardino		Inglese,Francese			8.62456984	45.90681408	B&B
1023	MN	RODIGO	RIVALTA SUL MINCIO	2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Biciclette per ospiti,Parco o giardino		Inglese,Francese			10.67625788	45.18072595	B&B
1024	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese			9.21674974	45.48378055	B&B
1025	BG	MOZZO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.60163265	45.69524239	Case_Appartamenti
1026	BS	TREMOSINE		2	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.77296921	45.78976778	Case_Appartamenti
1027	MI	MILANO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale	Visa,Master Card				9.19026119	45.46133704	Case_Appartamenti
1028	MI	BOLLATE		2	0	3	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Accesso a vetture private,Biciclette per ospiti,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese			9.12941153	45.54523216	B&B
1029	MN	GOITO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Biciclette per ospiti,Parco o giardino,Posto auto					10.6768008	45.24680223	B&B
1030	BS	BRESCIA		3	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.22331648	45.55141638	Case_Appartamenti
1031	MI	CORBETTA		6	0	16	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Inglese,Francese			8.91852859	45.47399753	Case_Appartamenti
1032	BS	GAVARDO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.47258931	45.59450753	Case_Appartamenti
1033	BS	INCUDINE		8	0	16	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.35774307	46.22254549	Case_Appartamenti
1034	VA	SAMARATE		3	0	5	5	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Autorimessa,Posto auto,Sala televisione separata		Inglese,Francese			8.7915233	45.64114835	B&B
1035	MI	MILANO		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card,Maestro				9.17749503	45.45293656	Case_Appartamenti
1036	MI	MILANO		23	0	46	24	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY	American express,Visa,Master Card,Diners,Tutte,Maestro,Eurocard,CartaSi,AmexCo,Key Client,Visa Electron	Inglese,Francese,Spagnolo			9.18400793	45.43486034	1_a_3_Stelle
1037	BG	BERGAMO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata,Biciclette per ospiti					9.65346778	45.68618205	B&B
1038	BS	MONTE ISOLA	SINCHIGNANO	2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.0822353982	45.711994	Case_Appartamenti
1039	MI	MILANO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.16688968	45.46356496	Case_Appartamenti
1040	CO	ARGEGNO		2	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Spagnolo			9.12493776	45.94045369	B&B
1041	MI	MILANO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici					9.198069	45.4853397	Case_Appartamenti
1042	SO	BORMIO		3	0	12	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.37764765	46.46445967	Case_Appartamenti
1043	MI	CERNUSCO SUL NAVIGLIO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.33063691	45.51630596	Case_Appartamenti
1044	SO	NOVATE MEZZOLA		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.44839907	46.21863739	B&B
1045	MI	MILANO		1	0	3	1	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	Aria condizionata		Inglese,Francese			9.22550709	45.46749848	B&B
1046	BS	CASTO		15	0	24	15	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Parcheggio non custodito					10.3195615	45.69436594	1_a_3_Stelle
1047	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.13648175	45.484265	B&B
1048	BS	DESENZANO DEL GARDA		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54961783	45.4656933	Case_Appartamenti
1049	VA	SAMARATE		3	0	8	3	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	Aria condizionata,Posto auto		Inglese,Francese			8.78587101	45.62878852	B&B
1050	MN	CASALOLDO		2	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata,Biciclette per ospiti,Giochi per bambini,Parco o giardino,Posto auto,Sala televisione separata		Inglese			10.49582246	45.24879879	B&B
1051	MI	MILANO		3	0	5	3	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Aria condizionata,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana	Visa,Master Card	Inglese			9.22019209	45.48554018	B&B
1052	BG	FILAGO	MARNE	3	0	10	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Posto auto					9.55787135	45.62247672	B&B
1053	BS	BRESCIA		2	0	3	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.17828515	45.51775741	Case_Appartamenti
1054	BS	GARDONE RIVIERA		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.55762309	45.61793214	Case_Appartamenti
1055	CR	SESTO ED UNITI		4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Accesso a vetture private,Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Giochi per bambini,Parco o giardino,Posto auto,Sala televisione separata,Sauna privata	Visa,Master Card,Diners,Maestro,Bancomat,JBC	Inglese,Francese			9.90286904	45.21476992	B&B
1056	BS	TEMU'		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.48069166	46.25043364	Case_Appartamenti
1057	VA	GALLARATE		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Inglese			8.79776322	45.67622412	B&B
1058	BG	BERGAMO		6	0	12	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parcheggio privato,Parco o giardino					9.6599721	45.68804404	Case_Appartamenti
1059	BS	CETO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.35303785	46.01125278	Case_Appartamenti
1060	MN	CASALMORO		35	0	56	35	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Aria condizionata centralizzata,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY,Sala accoglienza,Pizzeria	Visa,Maestro,Bancomat,CartaSi	Inglese,Francese			10.41588284	45.25906283	1_a_3_Stelle
1061	MI	MILANO		8	0	16	8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bar,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,Biciclette per ospiti	American express,Visa,Master Card,Diners,Citibank,Tutte,Maestro,Bancomat,CartaSi,JBC,JCB,Carta Moneta,JCV,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Arabo,Rumeno			9.20594479	45.50569281	1_a_3_Stelle
1062	BG	BERGAMO		1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.65972002	45.70517655	Case_Appartamenti
1063	BS	MONIGA DEL GARDA		174	0	500	79	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Custodia valori in cassaforte,Spiaggia privata,Discoteca,Rimessaggio caravan,Rifornimento benzina immediate vicinanze,Self service o Tavola calda,Parcheggio non custodito,Lavaggio auto e roulottes ad uso degli ospiti,Uso cellette frigorifere,Servizio bancario,Telefono per uso comune,Area attrezzata gioco bimbi,Access. diversamente abili parziale		Inglese,Spagnolo,Tedesco			10.53042938	45.5182836	Campeggio
1064	CO	TREMEZZINA		21	0	41	21	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Spiaggia privata,Riscaldamento	Tutte	Inglese,Francese,Spagnolo,Tedesco	Piscina scoperta		9.1886435	45.9690043	1_a_3_Stelle
1065	BG	LOVERE		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale					10.07687237	45.81871053	Case_Appartamenti
1066	VA	CUASSO AL MONTE		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino,Posto auto		Inglese,Francese,Spagnolo			8.879232	45.914779	B&B
1067	CO	BLEVIO	S. MAURIZIO - BRUNATE	7	0	13	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Giochi per bambini,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Riscaldamento,Parcheggio non custodito					9.10599902806	45.8390998	1_a_3_Stelle
1068	BG	BOSSICO		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Accettazione animali domestici					10.04408956	45.83030357	Case_Appartamenti
1069	CO	ALBAVILLA		4	0	8	5	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici,Aria condizionata,Bar,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana	American express,Visa,Master Card	Inglese,Francese			9.19200045	45.79698185	B&B
1070	BG	FOPPOLO	PARTENZA SEGGIOVIE	62	0	124	62	0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Trasporto clienti stazione,Custodia valori in cassaforte,Discoteca,Access. diversamente abili totale	American express,Visa,Diners,Bancomat,Eurocard,EDC	Inglese,Francese			9.7582593	46.04297955	1_a_3_Stelle
1071	BS	SALO'		39	0	74	39	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore					10.51938778	45.59394404	1_a_3_Stelle
1072	BS	TOSCOLANO MADERNO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.60374984	45.63946883	Case_Appartamenti
1073	BS	VESTONE		8	0	12	8	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Giochi per bambini,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio non custodito	Visa,Master Card,Diners,CartaSi	Inglese,Francese			10.38897009	45.6965773	1_a_3_Stelle
1074	CO	VALBRONA		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.29941863	45.88147618	B&B
1075	LC	COLICO	LAGHETTO	7	1	14	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Trasporto clienti stazione,Riscaldamento,Biciclette per ospiti					9.35480471	46.12354723	1_a_3_Stelle
1076	BS	DESENZANO DEL GARDA		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.5389835	45.4703349	Case_Appartamenti
1077	BG	BERGAMO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.66081395	45.68321761	B&B
1078	BS	MANERBA DEL GARDA		64	0	128	64	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Aria condizionata non centralizzata,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Parcheggio non custodito,Parco o giardino,Spiaggia privata	Visa,Master Card	Inglese,Francese,Spagnolo,Tedesco	Sub,Piscina scoperta		10.5456553	45.5743978	4_a_5_Stelle
1079	BS	CALVISANO		10	0	14	3	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accesso a mezzi pubblici,Accesso a vetture private					10.34308903	45.34896972	1_a_3_Stelle
1080	BS	MANERBA DEL GARDA		10	0	15	10	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Sala televisione separata,Parco o giardino,Accesso a vetture private,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Spiaggia privata,Parcheggio non custodito		Inglese,Tedesco	Piscina scoperta		10.5349311	45.56699007	1_a_3_Stelle
1081	CO	BELLAGIO		11	0	20	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici	Visa,Master Card,Bancomat,AmexCo				9.2617892	45.9832906	Case_Appartamenti
1082	BG	PARZANICA	ACQUAIOLO	2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Parco o giardino,Posto auto					10.04358557	45.73422147	B&B
1083	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata centralizzata,Frigorifero,Sala televisione separata		Inglese,Spagnolo			9.17262574	45.47771439	Case_Appartamenti
1084	MI	BOLLATE		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale	Visa,Master Card				9.12466201	45.54443635	Case_Appartamenti
1085	SO	MADESIMO		15	0	56	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Giochi per bambini,Parco o giardino,Sala lettura separata,Servizi baby sitting	Visa	Francese,Tedesco			9.36335081	46.44372003	1_a_3_Stelle
1086	BS	BEDIZZOLE		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino,Posto auto		Inglese,Francese			10.43187513	45.50930983	B&B
1087	BG	BERGAMO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino,Posto auto					9.66607028	45.70785027	B&B
1088	SO	LIVIGNO		8	0	18	8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.18123366	46.52031639	Case_Appartamenti
1089	BS	LONATO		4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.4811168	45.4247467	B&B
1090	VA	CISLAGO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Sauna privata		Inglese			8.97105515	45.6557409	B&B
1091	VA	CISLAGO		39	0	62	34	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili totale,Estintori,Access. diversamente abili parziale	Visa,Master Card			Numero sale congressi 1,Congressi capacita' Max 30	8.97574313	45.65976426	1_a_3_Stelle
1092	PV	VARZI		3	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.1969039	44.8235397	B&B
1093	BG	BERGAMO		5	0	12	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata centralizzata,Ascensore,Autorimessa					9.67766324	45.6944584	Case_Appartamenti
1094	MI	MILANO		11	0	21	12	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Accettazione animali domestici,Accesso a mezzi pubblici,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Estintori,WI-FI in aree comuni,SKY	American express,Visa,Master Card,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,Carta Moneta,Key Client,JCV,Top Card,Visa Electron	Inglese,Francese,Spagnolo			9.18847765	45.4782579	1_a_3_Stelle
1095	CR	CREMONA		2	0	8	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Biciclette per ospiti,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno		Inglese,Francese,Spagnolo			10.01349394	45.14002547	B&B
1096	BS	SAN FELICE DEL BENACO		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54266904	45.57974861	Case_Appartamenti
1097	BS	TOSCOLANO MADERNO	MADERNO	33	0	60	33	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0						10.6052111	45.6368082	4_a_5_Stelle
1098	BS	TOSCOLANO MADERNO	MADERNO	46	0	91	46	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Parcheggio non custodito	Visa,Master Card	Inglese,Francese,Tedesco			10.59991421	45.63441052	4_a_5_Stelle
1099	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.1601965	45.4485648	Case_Appartamenti
1100	BG	BOSSICO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.04363872	45.8276227	Case_Appartamenti
1101	LC	MANDELLO DEL LARIO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata		Inglese,Francese			9.33103187	45.91646301	B&B
1102	BS	SAN FELICE DEL BENACO		40	0	79	40	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accesso a vetture private,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Spiaggia privata,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale	Visa,Master Card,Diners,AmexCo	Inglese,Francese,Tedesco	Piscina scoperta,Campo da tennis		10.55224406	45.59941388	4_a_5_Stelle
1103	BG	CASTIONE DELLA PRESOLANA	BRATTO	40	0	70	40	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Custodia valori in cassette sicurezza,Discoteca	American express				10.06971905	45.92427789	1_a_3_Stelle
1104	BS	SULZANO		13	0	26	7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.08872673	45.67844538	Case_Appartamenti
1105	MI	MILANO		35	0	99	35	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card				9.13615589	45.46510461	Case_Appartamenti
1106	MN	MANTOVA		4	0	7	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno	Visa,Master Card,JCB,Visa Electron	Inglese,Spagnolo,Tedesco			10.79383418	45.1597476	B&B
1107	MI	MILANO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.21058508	45.44385703	Case_Appartamenti
1108	BS	DESENZANO DEL GARDA		16	0	32	16	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassette sicurezza,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio non custodito,Parco o giardino	Tutte	Inglese,Francese,Tedesco	Piscina scoperta		10.56001965	45.46100622	1_a_3_Stelle
1109	LC	BALLABIO		14	0	22	14	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,Televisione satellitare,Deposito sci riscaldato	American express,Visa,Master Card,Diners,Tutte	Inglese			9.42253989	45.90107959	1_a_3_Stelle
1110	LC	ESINO LARIO	CAINALLO	23	0	38	25	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Ristorante vegetariano,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Riscaldamento,Parcheggio non custodito,Estintori,Jacuzzi/Idromassaggio,Area fumatori,Sala accoglienza,Biciclette per ospiti	Visa,Master Card,Bancomat,CartaSi,Carta Moneta	Inglese,Francese	Campo da pallavolo,Sci montano,Campo da calcetto,Sci da fondo,Campo da tennis	Numero sale congressi 1,Congressi capacita' Min 30,Congressi capacita' Max 100	9.33425355	45.99648126	1_a_3_Stelle
1111	BS	BRESCIA		2	0	3	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			Inglese,Francese			10.22262485	45.54058876	B&B
1112	BS	IDRO		6	0	12	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.46440989	45.73534489	Case_Appartamenti
